ID,LAT,LON,panoId,LAG,HAG,LOWELEV_ST,FFE_ft,DEM_ft,camera_height_m,image_date,elevation_wgs84_m,elevation_egm96_m,pano_lat,pano_lng
3715,36.743591,-76.278087,xfJu7nZ0zGb_I1dCaQsXtA,9.657,9.957,9.557,11.637,7.80029,2.915085077,2015-07,-34.315567,4.342193,36.743795,-76.277935
3719,36.752334,-76.280628,JwO9PhB3-1xYzFVfVNOBMA,8.661,8.961,8.561,9.481,6.97521,2.913857937,2015-07,-34.549358,4.092354,36.752515,-76.280502
3720,36.749709,-76.27814,I7jd2vOgw8GQzH_oFbheuA,7.261,7.461,7.061,8.791,4.99384,2.970195055,2015-07,-35.192448,3.460506,36.749797,-76.277905
3723,37.012166,-76.428411,jb00cLTGmjzbMAmYN6LeRA,8.3,8.6,8.3,13.21,7.85887,2.40575695,2019-04,-34.862461,3.0323,37.012273,-76.428155
3727,36.914105,-76.057371,BzZL6SxA-D6MWZC8W6TSdg,3.4,3.9,3.8,15.1,3.83031,2.925886393,2015-09,-34.42021,4.583311,36.914198,-76.057108
3729,36.912547,-76.065134,_FAr2rBNB2jfK4JYaAU9oQ,6.1,6.6,,6.6,5.56714,2.917559385,2015-09,-35.241673,3.743976,36.91257,-76.064894
3740,36.814391,-76.083271,Fa58FPNZrLcH3Fej_lH-7Q,6.4,6.8,,7.2,5.87811,2.408476114,2019-05,-35.982216,3.113209,36.814588,-76.083164
3743,36.70002,-75.927515,w5LyvoA_liYD1RcuDFjfAA,4.6,5.8,5.5,8.3,3.72075,2.408947706,2019-04,-36.569481,3.036358,36.699926,-75.927801
3747,36.725011,-75.939293,EGH3lStUkcB504opdcvzww,5.1,5.4,5.4,8.1,4.19585,2.408740282,2019-04,-37.449823,2.106627,36.724954,-75.939542
3759,36.892539,-76.308713,U86_lxdeuz4TnolNvg662g,7,7.9,7.4,11.3,4.88727,2.916560411,2015-07,-33.805139,4.563616,36.892736,-76.308663
3760,36.89625,-76.303216,BOBQiZ_Utx7P5R4ckd_HoA,3.7,4.1,4,13.7,3.26641,2.421508074,2019-05,-36.215084,2.164021,36.896225,-76.30296
3762,36.897511,-76.301257,2yubXwFGp3OQzihhvuICxQ,6,6.4,6,12.1,4.93349,2.926583052,2015-07,-34.433226,3.948728,36.897693,-76.301159
3771,36.930721,-76.211054,5wHIXhu3TsTsWJqqPtvlnA,3.1,3.4,3.1,12.4,4.18126,2.358705521,2019-04,-35.974725,2.597285,36.930773,-76.211298
3779,36.929439,-76.202062,MN_zVEyxE1LNBKqpix6Rtg,3.4,4.1,4.1,13.5,4.17094,2.408630848,2019-04,-36.256415,2.342424,36.92941,-76.201849
3780,36.929282,-76.202125,Mk_eB3E-pI5_Bz37T5t3UA,3.3,4.1,4,13.1,3.91725,2.404617786,2019-04,-36.340965,2.25789,36.929239,-76.201919
